Name,Function_formula,Function,Level_1,Level_2_1,Level_2_2,Level_2_3,Level_2_4
Lost Val GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Mkt +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Mkt Contrib % PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Mkt GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Mkt Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Mkt PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val PI +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val PI Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val PI PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Prod +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Prod Contrib % PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Prod GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Prod Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Lost Val Prod PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val % Mkt Shr +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val % Mkt Shr PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Comp +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Comp Contrib % PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Comp GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Comp Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Comp PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Contrib % PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val EI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,Current Period,Current Period (Amount)
Non Promo Val GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Mkt +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Mkt Contrib % PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Mkt GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Mkt Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Mkt PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val PI +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val PI Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val PI PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Prod +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Prod Contrib % PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Prod GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Prod Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Non Promo Val Prod PP,Non,Non Promo,Promo / Non Promo,Non Promo,Amount Metrics,PP or PoP,PP or PoP (Amount)
Num Selling Dist +/- PP,Num,Num,Distribution Metrics,Store # / Distribution,Amount Metrics,PP or PoP,PP or PoP (Amount)
Num Selling Dist PP,Num,Num,Distribution Metrics,Store # / Distribution,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val % Mkt Shr +/- PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val % Mkt Shr PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val +/- PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val Comp +/- PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val Comp Contrib % PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val Comp GI vs PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val Comp Gr % vs PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val Comp PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val Contrib % PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
Online Val EI vs PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,Current Period,Current Period (Amount)
Online Val GI vs PP,Online,Online,Brick & Mortar / Online,Online,Amount Metrics,PP or PoP,PP or PoP (Amount)
