Name	Level_1	Level_2_1	Level_2_2	Level_2_3	Level_2_4
Unit Mkt GI vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Mkt Gr % vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Mkt LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit PI +/- LY	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Dist +/- LY	Distribution Metrics	Distribution Value Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Dist LY	Distribution Metrics	Distribution Value Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Dist Prod +/- LY	Distribution Metrics	Distribution Value Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Dist Prod LY	Distribution Metrics	Distribution Value Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit PI Gr % vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit PI LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Prod +/- LY	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Prod Contrib % LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Prod GI vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Prod Gr % vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Prod LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
B&M Val % Mkt Shr +/- PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val % Mkt Shr PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val +/- PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Comp +/- PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Comp Contrib % PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Comp GI vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Comp Gr % vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Comp PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Contrib % PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val EI vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	Current Period	Current Period (Amount)
B&M Val GI vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Gr % vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Mkt +/- PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Mkt Contrib % PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Mkt GI vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Mkt Gr % vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Mkt PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val PI +/- PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val PI Gr % vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val PI PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Prod +/- PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Prod Contrib % PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Prod GI vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Prod Gr % vs PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
B&M Val Prod PP	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val % Mkt Shr +/- PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val % Mkt Shr PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val +/- PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Comp +/- PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Comp Contrib % PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Comp GI vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Comp Gr % vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Comp PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Contrib % PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val EI vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	Current Period	Current Period (Amount)
Baseline Val GI vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Gr % vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Mkt +/- PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Mkt Contrib % PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Mkt GI vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Mkt Gr % vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Mkt PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val PI +/- PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val PI Gr % vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val PI PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Prod +/- PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Prod Contrib % PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Prod GI vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Prod Gr % vs PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Baseline Val Prod PP	Baseline /Incremental / Lost	Baseline	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val % Mkt Shr +/- PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val % Mkt Shr PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val +/- PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Comp +/- PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Comp Contrib % PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Comp GI vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Comp Gr % vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Comp PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Contrib % PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val EI vs PP	Domestic / Export	Domestic	Amount Metrics	Current Period	Current Period (Amount)
Domestic Val GI vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Gr % vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Mkt +/- PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Mkt Contrib % PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Mkt GI vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Mkt Gr % vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Mkt PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val PI +/- PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val PI Gr % vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val PI PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Prod +/- PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Prod Contrib % PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Prod GI vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Prod Gr % vs PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Domestic Val Prod PP	Domestic / Export	Domestic	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val % Mkt Shr +/- PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val % Mkt Shr PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val +/- PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Comp +/- PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Comp Contrib % PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Comp GI vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Comp Gr % vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Comp PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Contrib % PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val EI vs PP	Domestic / Export	Export	Amount Metrics	Current Period	Current Period (Amount)
Export Val GI vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Gr % vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Mkt +/- PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Mkt Contrib % PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Mkt GI vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Mkt Gr % vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Mkt PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val PI +/- PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val PI Gr % vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val PI PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Prod +/- PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Prod Contrib % PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Prod GI vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Prod Gr % vs PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Export Val Prod PP	Domestic / Export	Export	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val % Mkt Shr +/- PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val % Mkt Shr PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val +/- PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Comp +/- PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Comp Contrib % PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Comp GI vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Comp Gr % vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Comp PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Contrib % PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val EI vs PP	Retail / Grocery	Grocery	Amount Metrics	Current Period	Current Period (Amount)
Grocery Val GI vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Gr % vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Mkt +/- PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Mkt Contrib % PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Mkt GI vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Mkt Gr % vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Mkt PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val PI +/- PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val PI Gr % vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val PI PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Prod +/- PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Prod Contrib % PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Prod GI vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Prod Gr % vs PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Grocery Val Prod PP	Retail / Grocery	Grocery	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val % Mkt Shr +/- PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val % Mkt Shr PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val +/- PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Comp +/- PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Comp Contrib % PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Comp GI vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Comp Gr % vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Comp PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Contrib % PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val EI vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	Current Period	Current Period (Amount)
Incremental Val GI vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Gr % vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Mkt +/- PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Mkt Contrib % PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Mkt GI vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Mkt Gr % vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Mkt PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val PI +/- PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val PI Gr % vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val PI PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Prod +/- PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Prod Contrib % PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Prod GI vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Prod Gr % vs PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Incremental Val Prod PP	Baseline /Incremental / Lost	Incremental	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val % Mkt Shr +/- PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val % Mkt Shr PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val +/- PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Comp +/- PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Comp Contrib % PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Comp GI vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Comp Gr % vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Comp PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Contrib % PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val EI vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	Current Period	Current Period (Amount)
Lost Val GI vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Gr % vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Mkt +/- PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Mkt Contrib % PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Mkt GI vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Mkt Gr % vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Mkt PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val PI +/- PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val PI Gr % vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val PI PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Prod +/- PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Prod Contrib % PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Prod GI vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Prod Gr % vs PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Lost Val Prod PP	Baseline /Incremental / Lost	Lost	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val % Mkt Shr +/- PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val % Mkt Shr PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val +/- PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Comp +/- PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Comp Contrib % PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Comp GI vs PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Comp Gr % vs PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Comp PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Contrib % PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val EI vs PP	Promo / Non Promo	Non Promo	Amount Metrics	Current Period	Current Period (Amount)
Non Promo Val GI vs PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Gr % vs PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Mkt +/- PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Mkt Contrib % PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Mkt GI vs PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Mkt Gr % vs PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val Mkt PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val PI +/- PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val PI Gr % vs PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
Non Promo Val PI PP	Promo / Non Promo	Non Promo	Amount Metrics	PP or PoP	PP or PoP (Amount)
